sentence1,true_label
"As the mechanical properties of the hygrosensitive amorphous materials are changing as a function of the moisture content, the impact moisture on the tableting process was investigated using amorphous dextrose syrup (DE21) as model food material.",contradiction
A double punch rotary press was used to compress the powder samples of variable moisture content into tablets.,contradiction
The resulting pressure cycles are shown in Fig. 2 .,contradiction
In all cases the pressure increases initially as the piston of the press mounts on the compression roller and decreases again after passing the highest point of the roller.,contradiction
"Interestingly, the observed pressure cycles strongly depend on the visco-elastic properties of the material and on the compression parameters.",contradiction
All results shown in Fig. 2 represent trials that delivered a constant tensile strength of the tablets of 1.2?1.3 MPa.,contradiction
"While at low moisture content a pressure of 70?80 MPa is required for producing tablets with a tensile strength of 1.2 MPa, at high moisture content a pressure of 25?30 MPa is sufficient.",contradiction
On the right hand side of Fig. 2 the maximum required pressure and the corresponding elastic re-expansion of the tablet are shown as a function of the difference between the glass transition and the temperature of the used base powder.,contradiction
"Again, all results shown correspond to tablets with a tensile strength of 1.2?1.3 MPa.",contradiction
"With increasing difference between the glass transition - driven by lower moisture content of the powder - and powder temperature when subjected to the tabletting trial, both the required pressure and the elastic re-expansion increase significantly.",contradiction
This can be explained by the effect that both the viscosity and the elastic modulus of the amorphous dextrose syrup increase with increasing magnitude of difference from the glass transition temperature.,contradiction
"Furthermore, due to the reduced elasticity and re-expansion of a humid powder compact placed in the tablet press, the pressure will decrease faster, when tableting humid powders compared to dry powders, which has strong implications on subsequent filling and packaging lines.",contradiction
"Compaction pressure and re-expansion data in Fig. 2 are taken from separate trial sets, both using the same press, but with dextrose syrup DE21 equilibrated at different water activity.",contradiction
"Therefore, the points on the compaction pressure and re-expansion curves do not always coincide at the same values of T ? Tg.",contradiction
The obtained results suggest that an increasing moisture content of the amorphous base facilitates the deformation of particles during compression and can potentially reduce the required compaction pressure significantly.,contradiction
"In many food powder applications, however, the possibility to increase the moisture content of the powder is limited by caking tendencies of the powder during feeding of the press, stickiness of the powder on the surface of the punches and by the required shelf-life of the produced tablets [6,27?32].",contradiction
"For consumers of compacted food products, such as bouillon cubes or compacted beverage powders, strength and stability are prerequisites that ensure the product arrives in the expected shape, size and hardness until it is used.",contradiction
"Beyond that, consumers expect functional properties such as crumbliness or instant reconstitution properties, which are predominantly controlled by the compact structure.",contradiction
"Despite the apparent simplicity of the process and building on 150 years of industrial experience with roller compaction, amorphous food materials and their specific material properties still present challenges to compaction processes today.",contradiction
"Building on scientific understanding of the glass transition of amorphous materials, opportunities arise to optimize these processes.",contradiction
During tableting of food products the applied compaction pressure and the resulting energy requirements may be reduced by conditioning the powder at higher water activity.,contradiction
"The bonding regime map for roller compaction of amorphous powders is introduced, allowing process conditions and material characteristics to be related to the structure and mechanical properties of the compacted ribbon.",contradiction
"With this knowledge, product developers are now able to predict the functionality of a final product, successfully applying the concept of process-structure-property relationships.",contradiction
"Using commercial beverage powders is was shown how the final product performance characteristics like granule fragility or dissolution kinetics are correlated to structural parameters such as density, porosity and particle size distribution, which are driven via the process and feed material properties.",contradiction
Mastering the product structure allows predicting its functionality.,contradiction
"Further potential is seen for this map to be used as a design space for products that extend beyond food particles, such as amorphous solid dispersions in the pharmaceutical industry.",contradiction
"The world of food powders constantly evolves with new compositions, new functional ingredients and new textures.",contradiction
"The conclusion of this work is that roller compaction can help to create functional powder granules for beverage powders, if the governing process-structure-property relationships are understood.",contradiction
"Seismic velocity profiles of the Earth's interior provide essential information for constraining the thermal and chemical state of the mantle (Anderson and Bass, 1986; Irifune and Ringwood, 1987a; Ita and Stixrude, 1992).",contradiction
"The correct interpretation of these profiles in terms of mantle mineralogy and chemistry, however, requires laboratory or computational data on the elasticity of candidate minerals at conditions of the Earth's mantle.",contradiction
"In this context, knowledge of the thermo-elastic properties of garnet solid solutions are essential, since they make up a major proportion of both mafic and ultramafic rocks in the upper mantle and transition zone (Irifune and Ringwood, 1987a).",contradiction
Garnets recovered from the Earth's mantle crystallize in the cubic space group Ia3 ?d forming a series of complex solid solutions that are described using the crystal-structural formula VIIIX3 VIY2 IVZ3O12.,contradiction
"Large cations, X=Mg, Ca, Fe2+, occupy the 8-fold coordinated dodecahedral sites, medium sized cations, Y=Al, Fe3+, Cr, occupy the octahedral sites, whereas the tetrahedral Z site is occupied by Si.",contradiction
At pressures above 5 GPa the coupled substitution of Si and Mg (and Fe) onto the Y site occurs in garnets within mantle assemblages as a result of the breakdown of both orthopyroxene and clinopyroxene.,contradiction
"This, so called, majorite substitution increases the proportion of garnet in mantle rocks at the expense of pyroxenes in the Earth's deep upper mantle and transition zone (Ringwood, 1967).",contradiction
"The Al-free garnet end-member is referred to as majorite, Mj (Mg4Si4O12) and crystallizes with tetragonal symmetry due to ordering of Mg and Si on the octahedral sites.",contradiction
"Pure Mj is stable at pressures between 16 and 23 GPa and temperatures above 1600 øC (Kato and Kumazawa, 1985; Angel et al., 1989).",contradiction
"In upper mantle ultramafic rocks garnets are solid solutions that are dominated by the end member pyrope (Py, Mg3Al2Si3O12) but have sub-equal proportions of almandine (Alm, Fe3Al2Si3O12) and grossular (Gr, Ca3Al2Si3O12).",contradiction
"With increasing pressure, however, the Mj end member becomes increasingly important and dominates in the transition zone (410?660 km depth).",contradiction
A key issue concerning the structure of the Earth's interior is the extent and scale at which the mantle can be considered homogeneous.,contradiction
"A number of studies have proposed, for example, that the mantle may become richer in mafic material with depth (e.g. Anderson and Bass, 1986).",contradiction
One of the main expressions of such chemical heterogeneity in the mantle would be variation in the chemistry and proportion of garnet.,contradiction
"Garnets constitute approximately 40% by volume of ultramafic compositions and 70% of mafic compositions (Anderson and Bass, 1986; Irifune and Ringwood, 1987a; Ita and Stixrude, 1992), but garnets formed from mafic assemblages will have greater Gr and Alm contents and in the transition zone less Mj compared to ultramafic assemblages.",contradiction
"Knowledge of how the elastic properties of garnet change as the bulk chemistry changes is, therefore, important.",contradiction
"Several studies have investigated the elastic properties of Py?Mj garnets at room pressure and temperature (Bass and Kanzaki, 1990; O'Neill et al., 1991).",contradiction
"Moreover elastic moduli measurements have also been performed at high pressure and room temperature, using ultrasonic techniques on polycrystalline aggregates (Rigden et al., 1994; Gwanmesia et al., 1998; Chen et al., 1999; Wang and Ji, 2001) and through the use of Brillouin spectroscopy on both single crystals (Conrad et al., 1999; Sinogeikin and Bass, 2000; Murakami et al., 2008) and powdered samples (Sinogeikin and Bass, 2002).",contradiction
"Recent improvements in ultrasonic techniques coupled with synchrotron X-ray radiation have allowed sound velocity measurements on polycrystalline samples along the Py?Mj solid solution to be performed at simultaneous high P and T (Irifune et al., 2008; Gwanmesia et al., 2009; Liu et al., 2015).",contradiction
"Furthermore the single-crystal elasticity of an iron-bearing pyrope was recently obtained simultaneously at high-pressures (up to 20 GPa) and high-temperature (750 K) using Brillouin spectroscopy and X-ray diffraction (Lu et al., 2013).",contradiction
"While the value of the bulk and shear moduli, Ks and G, reported by these studies cover a relatively small range, the exact dependence particularly of Ks on Mj content is unclear, large discrepancies in elastic moduli pressure derivatives exist, the thermal properties are poorly constrained as is the effect of the Alm content.",contradiction
"Consequently, the interpretations of seismic velocity gradients in the transition zone remain uncertain.",contradiction
"The aim of this study is, therefore, to constrain the elastic properties of majoritic garnets as a function of density, temperature and composition under hydrostatic conditions by employing a combination of single-crystal Brillouin scattering and X-ray diffraction measurements.",contradiction
"The simultaneous measurement of elastic properties and density are used to also obtain absolute values of the experimental pressure, avoiding in this way any systematic errors that may be introduced through the use of secondary pressure calibrations.",contradiction
The elasticity data obtained are fitted to a self-consistent thermo-elastic model from which thermodynamic properties of the garnet end-members are estimated.,contradiction
"Acoustic velocities of mafic, harzburgitic and lherzolitic assemblages are then calculated along a typical mantle adiabat at conditions of the Earth's transition zone by combining our garnet model with properties for coexisting minerals from the literature.",contradiction
The results are then compared with seismic reference models reported over the same depth interval to constrain the plausible mineralogy and temperature at the base of the Earth's transition zone.,contradiction
"The P?V?T equations of state and the compressional, Vp, and shear, Vs, sound velocities of two single-crystals of majoritic garnet (Py76Mj24 and Py78Alm6Mj16) were each determined by means of simultaneous Brillouin spectroscopy and X-ray diffraction.",contradiction
"High quality single-crystals, of ?70 ?m in size, were selected based on their sharp diffraction profiles.",contradiction
The crystals were parallel polished into platelets with a thickness of 10?18 ?m and then loaded into piston cylinder diamond anvil cells.,contradiction
Boehler?Almax diamonds were employed with 400?350 ?m culets in combination with tungsten carbide seats.,contradiction
Rhenium gaskets of 200 ?m in thickness were pre-indented to 40?55 ?m before drilling 250 ?m cylindrical holes.,contradiction
Single-crystals of Sm:YAG (Sm-doped YAlO3 garnet) as well as ruby chips were added as secondary pressure calibrants.,contradiction
"A neon gas pressure medium was loaded into the sample chamber using the high pressure gas loading devices at the Bayerisches Geoinstitut (Kurnosov et al., 2008) as well as at GSECARS (Rivers et al., 2008).",contradiction
"The pressure inside the cell was monitored before and after each Brillouin and X-ray measurement using an Acton standard series spectrograph from Princeton Instruments, employing the same laser and the same geometry as in the Brillouin experiment.",contradiction
An external resistive heater suitable for the piston cylinder type cells employed in this study was designed and placed around the diamonds for achieving high temperatures (see text S1 supplementary information).,contradiction
An S-type thermocouple located near the diamond surface was used to monitor the temperature inside the cell.,contradiction
"However, to constrain the temperature inside the high pressure chamber without relying uniquely on the thermocouple, an alternative approach was used.",contradiction
"The fluorescence shifts of Sm:YAG, which are independent of temperature, were used to determine pressure (Trots et al., 2013), whereas temperature was determined using the fluorescence of ruby (Rekhi et al., 1999) by fixing the pressure value obtained from the Sm:YAG measurement.",contradiction
Maximum temperatures reached estimated in this way were 558 K and 470 K for Py76Mj24 and Py78Alm6Mj16 respectively.,contradiction
"However, the maximum thermocouple temperature readings were 600 K for Py76Mj24 and 650 K for Py78Alm6Mj16, i.e. larger than the actual temperatures experienced by the majoritic samples.",contradiction
Simultaneous acquisition of density and sound velocities at room pressure was performed at the Bayerisches Geoinstitut.,contradiction
"The lattice parameters of both samples were determined using eight-position centering of 15 Bragg reflections (25ø<2?<40ø) according to the procedure of King and Finger (1979) on a Huber diffractometer equipped with point detector and driven by the program SINGLE (Angel and Finger, 2011).",contradiction
The resulting unit-cell volumes are 1506.6 (5) A?3 and 1506.8 (1) A?3 for Py76Mj24 and Py78Alm6Mj16 respectively.,contradiction
The unit-cell volumes are practically identical because Alm replaces Mj in the second sample and both components have a qualitatively similar effect on the volume.,contradiction
Typical half-widths of the ? profiles of different reflections varied between 0.060ø and 0.100ø.,contradiction
Brillouin scattering measurements were performed in a 80ø symmetric/platelet scattering geometry with plate spacing of 4 mm using a coherent Verdi V2 solid state Nd:YVO4 frequency doubled laser (?=532.0 nm) at the power of ?150?200 mW.,contradiction
"The room pressure Brillouin scattering measurements of Py78Alm6Mj16 were performed at the GeoForschungsZentrum (GFZ) in Potsdam as well as at PETRA III in Hamburg, employing a 60 and 49ø forward symmetric scattering geometry with plate spacing of 6 mm and 8 mm respectively.",contradiction
A coherent Verdi V2 solid state Nd:YVO4 frequency doubled laser (?=532.0 nm) was used.,contradiction
Simultaneous measurements of sound velocities and density at different pressures and temperatures were performed at the BM-13-D (GSECARS) beamline at the Advanced Photon Source (APS).,contradiction
The samples were each measured first upon compression up to approximately 20 and 21 GPa at room temperature and then heated to 558 K (Py76Mj24) and 470 K (Py78Alm6Mj16) respectively.,contradiction
"During heating the pressure increased to 30 GPa, therefore Brillouin spectra and density were measured along an isotherm (at high temperature) upon decompression.",contradiction
"X-ray diffraction measurements were performed using a Perkin Elmer detector, collecting step scans in an omega range of 50ø or 70ø with a step size of 1ø and 5 s/step exposure time.",contradiction
Brillouin scattering measurements were performed with a six-pass Sandercock-type tandem Fabry?Pe?rot interferometer using a coherent Verdi V2 solid state Nd:YVO4 frequency doubled laser (?=532.0 nm) as a light source.,contradiction
Measurements were performed in a 50ø symmetric/platelet scattering geometry with plate spacing of 6.5?7 mm.,contradiction
Brillouin spectra were collected with a laser power of 400 mW.,contradiction
"Acoustic velocities, Vacoustic, were determined from the frequency shift using the following relationship (Whitfield et al., 1976):(1)Vacoustic=????0/2?sin?(?/2) where ?? is the measured Brillouin shift, ?0 is the incident laser wavelength, ? is the external scattering angle.",contradiction
"The growth of large crystals is usually facilitated by adding a flux to the starting material, such as H2O, in order to lower the melting temperature and allow larger crystals to grow from the surrounding melt.",contradiction
The flux to starting material ratio is an important factor in determining the size of the final crystals.,contradiction
"In order to assess the optimal H2O content for the growth of large single crystals, four different majoritic garnet starting mixtures were prepared by mixing in a 50/50 proportion an enstatite glass and four pyrope mixtures (Py1, Py2, Py3 and Py4) with different H2O contents (Table 1 ).",contradiction
"The four pyrope mixtures were then mixed with the enstatite glass to produce hydrous majoritic garnet starting mixtures with differing H2O contents, A?, B?, C?, D? (Table 1).",contradiction
These were loaded into a multi-chamber capsule fabricated from a 2 mm diameter rhenium rod.,contradiction
High-pressure experiments aimed at producing majoritic garnets were carried out using a 5000 t multi-anvil apparatus at the Bayerisches Geoinstitut.,contradiction
A 18 mm edge length Cr2O3-doped (5 wt.%) MgO octahedron was used as a pressure medium with tungsten carbide cubes of 52 mm edge length and 11 mm truncation edge length (18/11 assembly).,contradiction
The pressure calibrations for the assembly used in this study are reported in Keppler and Frost (2005).,contradiction
The samples were first pressurized to 17 GPa followed by heating at 1900 øC for 5 min.,contradiction
"After heating at high pressure, the experiments were quenched by shutting off the power and the run-products were recovered after decompressing for 18 h.",contradiction
"The recovered capsules were embedded in epoxy resin, ground and polished for electron probe microanalysis.",contradiction
"Single-crystals of majoritic garnet (up to ?200 ?m in length) were obtained from the starting composition (mixture A?) that contained the largest amount of water (Fig. S1, supplementary information).",contradiction
"An iron bearing majoritic garnet with a similar composition to that recovered above was also prepared from a glass starting material that contained H2O added as Mg(OH)2 (Fe-majorite, see Table 1).",contradiction
"An oxide mixture of Al2O3, SiO2 and Fe2O3 was initially melted in air at 1600 øC for twenty minutes and then rapidly quenched in icy water.",contradiction
"This glass was then reduced in a 1-atmosphere furnace, at 1000 øC and at an oxygen fugacity (fO2) of 2 logs units below the quartz?fayalite?magnetite oxygen buffer for approximately 12 h.",contradiction
This process was performed twice in order to ensure the complete reduction of the mixture.,contradiction
Mg(OH)2 was then added to the glass to obtain a hydrous composition.,contradiction
"The starting material was loaded into a double capsule consisting of a 1.6 mm diameter Re inner capsule and an outer capsule made of a 2 mm diameter platinum tube, welded closed at both ends.",contradiction
The synthesis run was performed using the same procedure and conditions followed for the iron-free samples.,contradiction
"Element concentrations in the recovered samples were measured with a JEOL JXA-8200 electron probe microanalyser (EPMA), operating at 15 kV and 15 nA.",contradiction
The electron beam size was approximately 1?2 ?m in diameter and the peak counting times were 20 s.,contradiction
"Enstatite or diopside, spinel, forsterite, and metallic iron were used as standards for determining the concentrations of Si, Al, Mg and Fe respectively.",contradiction
"The chemical analysis resulted in the following composition: 32.0 (6)% MgO, 47.5 (9)% SiO2, 19 (2)% Al2O3 (in wt.), for the Py?Mj garnet (hereafter named Py76Mj24) and 29.5(5)% MgO, 46(1)% SiO2, 3.3(5)% FeO, 21(2)% Al2O3 (in wt.) for the iron bearing sample (hereafter named Py78Alm6Mj16).",contradiction
"The chemical formulas are Mg3.24Al1.53Si3.23O12 and Mg3.01Fe0.17Al1.68Si3.15O12, respectively.",contradiction
FTIR analyses were performed on crystals of Py76Mj24 produced in the same experiment and show OH absorption bands consistent with approximately 20 ppm wt.,contradiction
H2O.,contradiction
"Measurements were carried out at the Laboratoire Magmas et Volcans (LMV) in Clermont-Ferrand, France.",contradiction
The quantitative analyses were performed following the calibration of Paterson (1982).,contradiction
"The synthesized majoritic garnets can, therefore, be considered to contain negligible amounts of H2O.",contradiction
The high-pressure and temperature elastic properties of majoritic garnets are described using the self-consistent thermodynamic formalism described by Stixrude and Lithgow-Bertelloni (2005).,contradiction
This model employs a Mie?Gru?neisen equation of state with a Debye approximation that should describe thermal properties more reliably than the linear or polynomial moduli dependences often employed.,contradiction
"In this formalism, the isothermal bulk modulus, KT, is obtained as the second derivative of the Helmholtz free energy with respect to strain (f) and retains all terms that originate from the truncation to third order in strain of the free energy expansion:(9)KT=(1+2f)5/2ž[K0+(3KT0KT0??5K0)f+272(K0K0??4K0)f2]+(?+1?q)??ETH(V,T)V??2V[TCV(V,T)?T0CV(V,T0)] where(10)f=12[(V0V)2/3?1]=?? is the negative of the eulerian strain (?), V is the molar volume, T is temperature, KT0 and KT0? are the isothermal bulk modulus and its pressure derivative and the subscript zero indicates the reference state set at room conditions, q=(?ln???ln?V) and ? is the Gru?neisen parameter.",contradiction
?ETH is the difference in the quasi-harmonic thermal energy between T and T0 and CV is the heat capacity at constant volume evaluated in the framework of Debye theory:(11)CV=9nNAkB(?T)?3?0?/Tx4ex(ex?1)2dx (12)?=?0[1+6?0f+12(?12?0+36?02?18?0q0)f2]12 where NA is Avogadro's number and ?0 is the room pressure value for the Debye temperature.,contradiction
The isothermal bulk modulus can be converted to the adiabatic bulk modulus Ks according to equation (8).,contradiction
"The shear modulus of an isotropic material can be calculated from the adiabatic elastic tensor according to the formulation of Stixrude and Lithgow-Bertelloni (2005):(13)G=(1+2f)5/2[G0+(3K0G0??5G0)f+(6K0G0??24K0?14G0+92K0K0?)f2]??S?ETH(V,T)V where G0 and G0? are the shear modulus and its pressure derivative at ambient conditions and ?S is the shear strain derivative of the Gru?neisen parameter.",contradiction
The formalism described above was used to fit the aggregate wave velocities VP and VS of Py76Mj24 and Py78Alm6Mj16.,contradiction
"The values of the EoS parameters (Table 3 ), KT0, KT0?,G0, G0? and ?S0 were obtained through a least square minimization of the differences between observed and calculated aggregate wave velocities.",contradiction
"In the refinement the ambient volume V0 was fixed to the value obtained from X-ray diffraction, the Gru?neisen parameter ?0 and the logarithmic volume derivative of the effective Debye temperature, q0, were kept at values previously determined for garnets (Xu et al., 2008).",contradiction
"The room pressure value of the Debye temperature was calculated from the experimental sound velocities according to the equations from Robie and Edwards (1966):(14)?0=hk(3n4?V0)13[313(1VP03+2VS03)?13] where h is the Plank constant, k is the Boltzmann constant, n=160 is the number of atoms in the garnet unit cell, and VP0 and VS0 are the experimental longitudinal and transverse velocities at ambient conditions.",contradiction
The acoustic velocities of the Py76Mj24 and Py78Alm6Mj16 samples measured at ambient conditions in different crystallographic directions as a function of ? angle are shown in Fig. 1 .,contradiction
Typical Brillouin spectra are also reported in the insets in the same Figure.,contradiction
"The elastic anisotropy of the two majoritic-garnets is practically negligible both at ambient conditions and at high pressures and temperatures, as also observed for other garnets (e.g. Sinogeikin and Bass, 2000; Murakami et al., 2008; Lu et al., 2013).",contradiction
"The measured sound velocities are a function of the wave propagation direction and polarization qi (referred to the crystal reference system), the elastic moduli Cijkl and the density ? of a given material, according to the Christoffel equation:(2)|Crlsmqlqm??Vacoustic2?rs|=0 where ?rs is the Kronecker delta.",contradiction
Elastic constants can thus be obtained by fitting the solutions of the equation of motion to the measured sound velocities.,contradiction
"However, as reported in previous studies (Murakami et al., 2008), the elastic constants of majoritic garnet can also be calculated by averaging the measured acoustic velocities over several non-symmetric directions given the negligible anisotropy.",contradiction
"The aggregate values so obtained are indistinguishable, within experimental uncertainties, from those derived from least-squares fitting to Christoffel's equation.",contradiction
"In this study, aggregate Vp and Vs wave velocities were obtained as the average of all longitudinal and transverse velocity measurements (for up to three orientations) at each pressure and temperature.",contradiction
The aggregate elastic moduli were then calculated from these aggregate velocities.,contradiction
"The majoritic single-crystal elastic moduli can then be related to the aggregate moduli through the following equations:(3)C11=Ks+4/3G=?VP2 (4)C44=G=?VS2 (5)C12=Ks?2/3G=?(VP2?2VS2) assuming the equality:(6)2C44=C11?C12 The elastic properties and sound velocities of both samples as a function of density, pressure and temperature are summarized in Table 2 .",contradiction
"Brillouin spectra collected on samples within diamond anvil cells at different pressures, temperatures and orientations typically have different signal to noise ratios that depend on the crystal optical quality and its orientation in addition to the laser focusing, sample alignment and collection time.",contradiction
The resolution of such spectra will influence the uncertainties on the Vs and Vp values used to obtain the elastic constants.,contradiction
"The uncertainties on the velocities of the garnet crystals were assessed using a set of Brillouin spectra collected for the same sample but with different signal to noise ratios, varied by adjusting the length of data collection time between one hour to several days.",contradiction
A ?calibration curve? was then constructed that describes the standard deviation on the velocity measurements as a function of the signal to noise ratio.,contradiction
"Uncertainties of 20 m/s, i.e. 0.2?0.4% can be obtained when the best alignment is achieved, but usually they are larger than this value (see text S2 supplementary information).",contradiction
"An important advantage in making simultaneous measurements of density and sound velocities for the same sample at the same conditions it that it allows pressure to be determined without having to rely on a secondary pressure scale, such as that of the ruby fluorescence scale.",contradiction
"For each experimental point, the absolute pressure (Table 2) was determined according to the equation(7)P=?V0VKT(V)VdV where the unit-cell volume (V) was determined by means of X-ray diffraction, and the isothermal bulk modulus KT was derived from the adiabatic bulk modulus KS calculated using Brillouin sound velocities, according to the following expression:(8)Ks=KT(1+??T) where ? is the volume thermal expansion and ? is the Gru?neisen parameter.",contradiction
The values of ? and ? for majoritic garnets were assumed to be equal to those of pyrope and were taken from Ahrens (1995).,contradiction
The variation of the shear (VS) and compressional (VP) wave velocities as a function of absolute pressure obtained in this study at high pressures and temperatures are reported in Fig. 2 .,contradiction
"The values of VS and VP wave velocities of Py76Mj24 and Py78Alm6Mj16 are very similar at room pressure, however, they deviate at high pressures, with Py76Mj24 displaying faster velocities due to the higher pressure derivative of the elastic moduli.",contradiction
"The elastic properties of garnets determined in this study were used along with additional literature data (summarized in Table 4) to calculate seismic velocities for pyrolite, harzburgite and MORB bulk compositions at the base of the transition zone, in the depth range between 480 and 660 km.",contradiction
Calculations were not performed at lower pressures due to the absence of sufficient data on the clinopyroxene mineral properties.,contradiction
The calculations were performed along an adiabat with a potential temperature of 1673 K employing thermodynamic models to describe variations in the proportion and chemistry of the mineral phases.,contradiction
A Voigt?Reuss?Hill averaging scheme was used to extract the aggregate elastic properties from those of the individual minerals.,contradiction
"Phase relations at the base of the transition zone are relatively simple and can be described using models that have been derived within a number of experimental studies (Frost, 2003; Frost and Dole??s, 2007; Saikia et al., 2008).",contradiction
"At 480 km a pyrolite composition will be comprised of only wadsleyite and majoritic garnet (Irifune and Isshiki, 1998).",contradiction
"Based on the bulk composition and using Fe?Mg partitioning data from Irifune and Isshiki (1998) it is then straight forward to calculate the compositions of both phases, which results in 42 vol.% garnet with the composition Py14Alm8Mj56Gr21.",contradiction
"At approximately 540 km, wadsleyite undergoes a phase transition to ringwoodite over a depth interval of approximately 20 km, which can be described using thermodynamic models that have been fit to experimental data (Frost, 2003; Frost and Dole??s, 2007).",contradiction
Between 480 and 620 km the garnet composition and proportion remain constant apart from small changes in Fe?Mg partitioning between wadsleyite and ringwoodite.,contradiction
"However, at 620 km CaSiO3 perovskite (Ca-Pv) starts to exsolve from garnet, with the volume proportion of Ca-Pv gradually increasing with depth at the expense of the grossular component of garnet (Saikia et al., 2008).",contradiction
"As a consequence, the garnet composition loses Ca but also becomes less majoritic.",contradiction
The gradual increase of Ca-Pv and the consequent compositional variations in garnet can be described using the thermodynamic model of Saikia et al. (2008).,contradiction
"At the base of the transition zone the pyrolite mineralogy comprises 58 vol.% ringwoodite, (Mg0.9Fe0.1)2SiO4, 36 vol.% garnet (Py34Alm9Mj51Gr4) and 6 vol% CaSiO3 perovskite.",contradiction
"In contrast to pyrolite, an average MORB composition in the mantle transition zone is composed almost entirely of garnet (89 vol.%) with additional stishovite (11 vol.%) (Irifune et al., 1986).",contradiction
"As for the pyrolite composition, in the lower transition zone Ca-Pv starts to exsolve from majoritic garnet, the phase relations of which can also be described using the thermodynamic model of Saikia et al. (2008).",contradiction
"Because the Ca content of subducted oceanic crust (MORB) is higher than that of pyrolite, garnets should become saturated in CaSiO3 at lower pressures.",contradiction
"However, the saturation pressure is also a function of the garnet majorite component (Saikia et al., 2008), which is lower in MORB with respect to a pyrolite composition.",contradiction
These two effects act in opposite directions and ensure that the exsolution of CaSiO3 perovskite from garnet occurs at approximately the same depth as observed for the pyrolite composition.,contradiction
"With increasing pressure, as CaSiO3 perovskite exsolves, the garnet becomes more Al-rich.",contradiction
"At the base of the transition zone the MORB mineralogy comprises 72 vol.% garnet (Py58Alm20Mj3Gr19), 11 vol, % SiO2 and 17 vol.% CaSiO3 perovskite.",contradiction
"Harzburgite phase relations are similar to those of pyrolite over the same depth interval, with the main difference being a higher proportion of (Fe,Mg)2SiO4.",contradiction
"At 480 km the average harzburgite composition employed (Irifune and Ringwood, 1987b) is calculated to comprise 81.5 vol.% wadsleyite and 18.5 vol.% of majoritic garnet with the composition Alm12Mj80Gr8.",contradiction
"Phase transformations are similar to those in pyrolite, although due to the low Ca content the exsolution of CaSiO3 is almost insignificant and the low Al content results in a more majorite rich garnet.",contradiction
The sound velocities VS and VP calculated for the three bulk compositions described above are compared with the seismic reference models PREM and AK135 in Fig. 6 .,contradiction
"Although the pyrolite model is in agreement at least with AK135 in terms of VP, there is a consistent negative deviation for VS, by ?0.2 km/s, between pyrolite and both reference models over the 150 km of the base of the transition zone.",contradiction
Garnet elastic properties are the main reason for this deviation as both ringwoodite and CaSiO3-perovskite have velocities that are above both reference models at these conditions.,contradiction
"Reference models are globally averaged velocity structures and it should, in principal, be possible to approximate this structure using an average mantle composition, mineralogy and temperature.",contradiction
"Reference models are unlikely to capture the detail of the velocity structure, however, particularly in the transition zone, due to the overly simplified polynomial functions upon which they are based (Cammarano et al., 2005).",contradiction
"Trade-offs between the magnitude of seismic discontinuities and the velocity gradient, for example, are likely to cause inaccuracies in the determinations of both.",contradiction
"On average, however, negative deviations from the real mantle velocity structure would be expected to be balanced by near-by positive deviations.",contradiction
"This would appear not to be the case in the transition zone, however, if a pyrolite model along a 1600 K adiabat is assumed to resemble the real mantle.",contradiction
"Irifune et al. (2008) also reported that estimated velocities for pyrolite are lower than the reference models at approximately 575 km, but suggested that the subsequent exsolution of CaSiO3 perovskite from garnet would decrease the discrepancy towards the base of the transition zone.",contradiction
Sinogeikin and Bass (2002) similarly argued that CaSiO3 perovskite exsolution would raise the velocity gradient.,contradiction
"Note, however, that in this study, the gradual formation of CaSiO3-rich perovskite and the resulting compositional variations in garnet have been taken into account.",contradiction
A very slight increase in the velocity gradient for the pyrolite model occurs above 570 km due to CaSiO3 exsolution.,contradiction
Without this exsolution the pyrolite velocities would have the same gradient as the harzburgite model.,contradiction
"Although shear wave properties of CaSiO3 perovskite are poorly constrained, the G0 used in the current model (Xu et al., 2008) is at the very high limit of recent theoretical studies (Kawai and Tsuchiya, 2015) and is higher than experimental estimates (Kudo et al., 2012).",contradiction
"Therefore, it seems unlikely that the Vs for CaSiO3 perovskite is significantly underestimated, in fact the contrary seems more likely.",contradiction
"It appears, therefore, that pyrolite along a 1673 K adiabat provides a poor match to seismic reference models at the base of the transition zone.",contradiction
"Other bulk compositions have been proposed for the transition zone, such as piclogite (Bass and Anderson, 1984; Anderson and Bass, 1986), however from Fig. 6 it appears that increasing the basaltic component of a mineralogical assemblage does not result in an increase of VS values to levels compatible with the reference models.",contradiction
"For the MORB composition, the exsolution of CaSiO3 perovskite can be clearly seen to cause an increase in gradient above 550 km.",contradiction
"Although the resulting gradient is closer to the reference models, the absolute values remain 0.1 km/s below both reference models throughout the base of the transition zone.",contradiction
"A number of other effects that could, in principal, cause differences between mineral and seismic models are also likely to further lower the calculated mineral velocities.",contradiction
"For example, anelastic effects that cause dispersion and variations of mineral velocities as a function of acoustic wavelength are likely to lower the velocities of mineral models that account for them.",contradiction
"Similarly, the presence of minor defects such as those caused by the presence of dissolved OH? in minerals also will only lower velocities (Jacobsen, 2006).",contradiction
If subducted material accumulates at the base of the transition zone it is possible that a significant portion of the material in this regions is composed of melt depleted harzbugite.,contradiction
"As shown in Fig. 6, although melt depletion increases the proportion of (Fe, Mg)2SiO4 phase which raises velocities, they still fall below the reference models.",contradiction
